1,2016-01-12  El reciclaje muy eficaz El caso de Suecia y su falta de basura, reciclaje  Los desechos son  sin duda  una temática muy presente en cada rincón del mundo y han volcado la vista de gobiernos  empresas y organizaciones internacionales para buscar soluciones efectivas y de largo plazo Hoy  queremos mostrarles el caso de Suecia  que ha llegado a una solución tan eficiente que deben importar desechos desde otros países A continuación te contamos por quéA partir de 1940  el estado sueco comenzó a implementar un programa de incineración de residuos con el que en la actualidad logran quemar anualmente más de 2 millones de toneladas de basura producidas por sus 9 millones de habitantes Chile genera 6 5 millones de toneladas anuales  según el Min De Medio Ambiente Lo anterior  les permite entregar calefacción a más de 800 mil casas y energía eléctrica a otras 250 mil  es decir a aproximadamente un cuarto de los hogares suecosEstos 70 años de constancia han hecho que los suecos se comprometieran fuertemente con el proceso  convirtiendo el plan de reciclaje en algo muy eficiente Sólo un 4% de los residuos llega a los vertederos  el resto se convierte en electricidad y en calefacción  lo que produjo que Suecia se quedara sin basura para reciclar o  como lo explicó Catarina Ostlund  de la Agencia Sueca de Protección Ambiental  el país tenía más capacidad para reciclar basura que para producirlaY la solución que encontraron los mantiene punteros en innovación importar basura desde NoruegaParece increíble Suecia resolvió comprar los desperdicios noruegos  transacción en la que se quedan con lo que se puede reciclar y envían de vuelta al país vecino los materiales no reciclables y las cenizas que se generan en el proceso La solución ha funcionado  por lo que están pensando en seguir con este sistema e importar basura desde otros países europeosEste es sólo un ejemplo de por qué los estudios elevan a Suecia como uno de los países más sustentables del mundo Se encuentra en el top 10 del Índice de Desempeño Ambiental y sus planes a futuro siguen esa línea el gobierno continúa invirtiendo en iniciativas medioambientales  ya están construyendo ciudades sustentables y se están creando invernaderos verticales  entre otros proyectos El futuro de Suecia  sin duda  está pintado de verde,1,0
2,2016-01-12  Se le acaba a Suecia basura para reciclar y ahora la importa  Si una autoridad sueca paseara por zonas de América Latina donde abundan los montículos de basura pensaría que el dinero está botado en las calles En Suecia  la basura es un recurso que se transforma en energía El 96% de los desperdicios se recicla o se deriva a las plantas de incineración Gracias a esto  un cuarto de millón de hogares se abastece de electricidad y el 20% goza de calefacción Sus rellenos sanitarios reciben un escaso 4% de todo lo que los suecos desechanDe acuerdo con Avfall Sverige  la institución sueca encargada de gestionar los residuos  el éxito del sistema de reciclaje ciudadano está presentando una desventaja escasea la basura para producir aun más energía Por eso  la solución ha sido importarla desde Noruega mediante un convenio por el que ambos países se beneficianA Noruega le resulta más rentable pagarle a Suecia para que se lleve 800000 toneladas de residuos que procesarlos en el propio país Y a Suecia le cae como anillo al dedo recibir el desecho para continuar generando más energía para sus habitantesSuecia se anticipó a otros países en la transformación de basura en energía  pues inició en la década del 70 la expansión de las plantas de incineración Una década más tarde fueron pioneros también en la reducción de emisiones  producto de esta incineración Actualmente  han logrado reducir entre el 90% y 99% de las emisiones  mediante técnicas especiales que benefician el medio ambiente Y todo gracias al reciclajeConciencia ciudadanaPero esta maravilla no es gratuita Los suecos carecen de pereza si de reciclar se trata Las campañas que décadas atrás inició el gobierno dieron buenos resultados  y hoy hogares y vecindarios mantienen la cultura de separar sus desperdicios como un hábito  o más aun  como un acto reflejoNo es extraño que el área de los edificios donde los vecinos depositan su basura esté dotada de varios contenedores Ellos no se limitan a tres categorías  sino que tienen varios recipientes más hasta donde van a parar los desperdicios que cada familia previamente separóEn las casas separan orgánicos  metales  pilas  vidrios de color  vidrios transparentes  plástico duro  plástico blando  cartón y Tetra Pak  papeles  periódicos y revistasY aunque ese hábito se observa en todo el país  el caso de la ciudad de Borås  con 64 mil habitantes es notable Sus autoridades empezaron a tomar en serio la gestión de residuos en 1995  y ahora comprueban el beneficio de ese planLa mayoría de hogares y establecimientos comerciales así como la flota de 60 buses de transporte público se abastecen de la energía generada por el aprovechamiento de residuos que llega al 99% en esa ciudad Además  los habitantes de Borås pagan 50% menos de cuenta de luz y 20% menos en el boleto de transporte públicoEn cuanto al reciclaje de desperdicios electrónicos y eléctricos  Suecia también es líderCada ciudadano sueco recicla 16 kilos de este material al año desde refrigeradoras  televisores  cámaras  computadoras  etc El destino de ese material es la manufactura de nuevos productosEste sistema se llama Elretur y se realiza en colaboración con los municipios  quienes han dispuesto cerca de 1000 puntos de colecta en todo el paísSegún cifras de la Organización de las Naciones Unidas ONU  en todo el mundo se desechan 40 millones de toneladas de chatarra electrónica anualmente Muchos de estos productos fueron manufacturados con metales como el oro  la plata o el platino y su recuperación podría generar un buen retorno económicoEl Programa Medioambiental de Naciones Unidas UNEP calcula que en China se deja de aprovechar 4 toneladas de oro y 28 toneladas de plata cada año,0,1
3,2016-01-12  A Suecia se le acabó la basura para reciclar y ahora la importa de Noruega  Si una autoridad sueca paseara por zonas de América Latina donde abundan los montículos de basura pensaría que el di nero está botado en las calles En Suecia  la basura es un recurso que se transforma en energía El 96% de los desperdicios se recicla o se deriva a las plantas de incineración Gracias a esto  un cuarto de millón de hogares se abastece de electricidad y el 20% goza de calefacción Sus rellenos sanitarios reciben un escaso 4% de todo lo que los suecos desechan De acuerdo con Avfall Sverige  la institución sueca encargada de gestionar los residuos el éxito del sistema de reciclaje ciudadano está presentando una desventaja escasea la basura para producir aun más energía Por eso  la solución ha sido importarla desde Noruega mediante un convenio por el que ambos países se benefician Si quieres saber más sobre este tema  sigue leyendo esta interesante nota de Pamela Montes,0.1,0.1
4,2016-01-12  Sin basura para reciclar  Suecia la importa desde Noruega  La Agencia de Protección Ambiental de Suecia dio a conocer un informe que revela que se acabó la basura para reciclar y que ahora deben importarla de Noruega Catarina Ostlund  consejera de ese organismo destacó que los suecos tienen más capacidad de generar energía que de basura producida por los ciudadanosEl 96% de los desperdicios se recicla o se deriva a las plantas de incineraciónGracias a esto  un cuarto de millón de hogares se abastece de electricidad y el 20% goza de calefacciónSus rellenos sanitarios reciben un escaso 4% de todo lo que los suecos desechanPara la institución sueca encargada de gestionar los residuos el éxito del sistema de reciclaje ciudadano está presentando una desventaja escasea la basura para producir aun más energía Por eso  la solución ha sido importarla desde Noruega mediante un convenio por el que ambos países se beneficianPor su parte a Noruega le resulta más rentable pagarle a Suecia para que se lleve 800000 toneladas de residuos que procesarlos en el propio país Natalia Colman Eriksson es argentina  vive en Estocolmo y contó a Cadena 3 que en su hogar separan cartones  vidrios  pilas y plásticos del resto de la basuraEn el sur de Estocolmo sí separan lo orgánico en bolsas de distinto color  apuntóAsimismo contó que en su casa la calefacción es con radiadores por los que circulan agua caliente y se colocan abajo de las ventanas,0.2,0.2
5,2016-01-12  5 claves del éxito del reciclaje en Suecia  Que el 99 por ciento de la basura se recicle es un logro que cuenta Suecia con orgullo y la meta es aún más ambiciosa  quieren que su país sea el primero que produzca cero basura Pero Para qué reciclar todos los desechos  la respuesta es muy simple para producir energíaEl programa se llama de desecho a energía WTE en inglés y transforma la basura en energía para todo el país Lo particular es que ha sido tan efectivo que ahora Suecia importa 700000 toneladas de residuos procedentes de otros países como Noruega  Italia y Reino Unido para abastecer los 32 centros de energía que ahora poseenCómo ha logrado Suecia esta  la llamada  revolución de reciclaje Con un trabajo colectivo y una gran educación de sus habitantesEstas son las 5 claves de dicho país en su trabajo1 Estaciones de reciclajePor ley  en Suecia  deben existir estaciones de reciclaje en cada zona residencial ya que la mayoría de los suecos separan todos los residuos reciclables en sus casas y los depositan en contenedores especiales en sus viviendas que luego llevan a estas estaciones de reciclajeLos hogares suecos separan periódicos  plástico  metal  vidrio  aparatos eléctricos  bombillas y pilas Muchos municipios también animan a los consumidores a separar los residuos de alimentos Y todo esto se reutiliza  recicla o abona Los periódicos se convierten en masa de papel  las botellas se funden en nuevos elementos  los envases de plástico se convierten en materia prima plástica los alimentos se convierten en abono para el suelo o en biogás a través de un proceso químico complejo El desperdicio de agua se purifica hasta el punto de ser potable Camiones de basura especiales van alrededor de las ciudades y recoger la basura electrónica y los residuos peligrosos  como los productos químicos Las farmacias reciben el medicamento que sobra o que ya está vencido Y residuos como televisores usados o muebles rotos los llevan los suecos a centros de reciclaje en las afueras de las ciudadesQuienes llegan a vivir a Suecia por diversas razones aprenden de inmediato que este es un compromiso con la ciudad y así lo manifiestan en redes sociales como este ciudadano que escribió cosas que uno aprende cuando vive en Suecia,0.3,0.3
6,2016-01-12  Aunque parezca una broma  este país utiliza su basura en la generación de energía y como se le acabó está solicitando unas 800000 toneladas para su procesamiento  Esto es algo simplemente increíble para países que aún no entienden que la basura es una verdadera mina de oro Así es El manejo de residuos para países como  Suecia  Suiza  Austria  Alemania  Países Bajos y Noruega  es una industria que da trabajos y genera utilidades ayudando al medio ambienteEn Europa  que mantiene hábitos mejores a los del resto del planeta en manejo de residuos  se generan en promedio seis toneladas de basura  pero los suecos rompen la media consiguiendo que su cuota anual de basura sea de media tonelada que gracias a  su impecable práctica de reciclaje  les hace llevar al vertedero solo un 4% del totalEn países tan fríos como estos y con tan pocas maneras de conseguir energía  la basura cumple el importante rol de dotar de calefacción a los miles de habitantes Pero por ser tan limpios  deben importar basura Sí  como leíste Unas  800000 toneladas serán importadas para generar calefacción según informó la asesora de la Agencia de Protección Medioambiental de Suecia  Catarina Ostlund  a la emisora Public Radio InternationalDe lo que se incinera para la calefacción  se devuelven los desechos de metales pesados a su origen  que proviene en mayor parte desde sus vecinos NoruegosAhora  bien podemos criticar que se envían los desechos tóxicos a latitudes del tercer mundo o que la quema de basura termina por dañar la calidad del aire  pero no podemos dejar de felicitar que un país tenga muy claro qué hacer con los desechos y tan enraizada la cultura de reciclaje en sus habitantes,0.4,0.4
7,2016-01-12  Suecia pionera en reciclaje e importación de basura para energía  Aunque para la mayoría de países del planeta la basura es un grave problema  no solo por su producción excesiva  sino también por sus consecuencias para el medio ambiente  para otros es un bien muy preciado  incluso anheladoSuecia es pionera desde los años setenta en los avances relacionados con el reciclaje Ha sido tal el empeño de este país por hacer del reciclaje un pilar de su civilización  que las campañas creadas en torno a la cultura del reciclaje han calado muy hondo y se ha convertido en un estilo de vida para la ciudadaníaCada europeo acumula de media  seis toneladas de basura por año Sin embargo  los suecos tan solo producen una tonelada por hogar al año y  además  el resto lo incineran para crear energía como el metano para la calefacción  el 96%En Suecia producen metano a partir de la incineración de desechos  este hidrocarburo alcano crea calor  que a su vez se traslada a las cañerías de las viviendas Además  con los desperdicios  también producen electricidad para más de 250000 domiciliosSer líder mundial en generación de energía a partir de basura  ha creado algún quebradero de cabeza que otro al estado  ya que necesitan tanto volumen  que no son capaces de producirlo y necesitan importar basura de otros países  De hecho  llegan a importar de otros países del continente  como Noruega  hasta 800000 toneladas al añoAunque a otros países  España entre ellos  nos parezca casi una locura separar tantos tipos de basura  en Suecia se separa la basura orgánica  metales  pilas  vidrios de color  vidrios transparentes  plástico duro  plástico blando  cartón y Tetra Pack  papeles  periódicos y revistas,0.5,0.5
8,2016-01-12  Suecia necesita más residuos  'Suecia necesita importar residuos de Noruega para cubrir sus necesidades energéticas' Este titular se difunde últimamente por medios y redes sociales y  de entrada  cuando lo lees te planteas es esta una buena noticia En el marco de la Semana Europea de la Prevención de Residuos 2012 que busca concienciar a la ciudadanía de la importancia de generar menos residuos el caso de Suecia no deja de ser paradójico De entrada  todo parecen ventajas En Suecia sólo un 4% de los residuos acaban en vertedero el 96% restante se recicla o incinera En cuanto al reciclaje  es un país ejemplar La ciudadanía está más que concienciada El reciclaje se ha asumido como parte de la logística familiar  lo que posibilita la correcta separación de muchos tipos de residuos  permitiendo su posterior reciclaje y aprovechamiento restos orgánicos  metales  pilas  vidrios de color  vidrios transparentes  plástico duro   plástico blando  cartón  papeles  periódicos  revistas  Por otra parte  Suecia es un país líder global de recuperación de energía a partir de residuos Esta recuperación energética se basa principalmente en la incineración de sus residuos  a partir de la cual se provee de energía para la calefacción urbana del 20% del país 810000 hogares y para la electricidad de unas 250000 familias de un total de 4 6 millones del total La ejemplar gestión de los residuos en Suecia ha hecho posible  además  reducir de manera significativa las emisiones de gases de efecto invernadero E incluso el proceso de valorización energética de sus residuos ha minimizado en más de un 90% las emisiones contaminantes resultantes  principalmente metales pesados en forma de cenizas Hasta aquí  todo es bueno Un país que reduce sus residuos  que los recicla de manera óptima y que obtiene energía de la quema de parte de ellos  reduciendo así el consumo de combustibles fósiles  Pero resulta que esta buena gestión de residuos sumada a que los suecos no generan muchos residuos óptimos para incinerar  ha situado a Suecia en una crisis energética no tienen suficiente residuos para responder a sus necesidades energéticas Tienen muchas incineradoras que construyeron en los años 70  que ahora se han quedado sin materia prima Y  por este motivo  se ha visto obligada a importar los residuos desde Noruega un total de 800000 toneladas anuales A Noruega le sale más a cuenta pagar por la exportación de estos residuos que por su incineración dentro de sus fronteras o por la implantación de políticas de prevención  que también estaría bien Esta relación entre Suecia y Noruega se podría considerar un ejemplo de simbiosis o de ecología industrial Un país no tiene residuos suficientes  el otro tiene un exceso Entonces el segundo le vende al primero y ambos salen ganando En este caso  para Suecia  todo son ventajas dinero proveniente de Noruega  que paga por exportar sus residuos recursos energéticos  y finalmente  más dinero proveniente de la venta a Noruega de los metales pesados resultantes de la incineración Es un negocio redondo Pero  más allá de las ventajas actuales que esto pueda suponer para Suecia  el hecho de depender energéticamente de otros países sea cual sea la tipología de recursos energéticos no debería ser una política a largo plazo En todo caso  la importación de residuos de otros países hasta ahora sólo Noruega  pero Italia  Rumanía y Bulgaria están también en la lista de interesados debería ser una opción transitoria mientras se buscan otras fuentes energéticas más limpias y renovables Eso sí En definitiva  aprovechar residuos propios para generar energía es una opción sostenible menos residuos a vertedero y menos dependencia de combustibles fósiles Pero cuando los residuos dejan de ser propios  el modelo pierde sentido Además  el objetivo final de cualquier estrategia ambiental de un gobierno debería ser alcanzar el residuo cero  es decir  reducir al máximo su generación Por lo tanto  una economía que basa parte de su suministro energético en un concepto caduco como los residuos  no es sostenible Lo que sorprende  por otra parte  es que el caso de Suecia no es el único Otros países avanzados a nivel ambiental como Alemania  Dinamarca y Holanda también importan residuos desde Italia  Reino Unido  Irlanda y Francia  ya que estos últimos no disponen de infraestructuras suficientes para su tratamiento En Mallorca  hace unas semanas  se anunció que la isla importaría residuos de algunos de estos países  ya que tiene una capacidad de incineración superior a residuos que genera dado que sus plantas incineradoras se sobredimensionar en base a unas expectativas turísticas que finalmente  y dado la actual crisis económica  no se han hecho realidad Así pues  importar y exportar residuos no es una novedad Y parece ser una estrategia energética y de gestión de residuos in crescendo en varios países europeos Pero es ésta una opción sostenible Yo diría que no Tú,0.6,0.6
9,2016-01-12  Suecia  uno de los países líderes a nivel mundial en lo que a reciclaje se refiere  no produce suficiente basura como para reconvertir sus desechos en energía  Mientras que cada europeo produce unas seis toneladas de basura al año  cada ciudadano sueco produce alrededor de media tonelada en ese mismo períodoAdemás  el reciclaje ya es una práctica más que común en ese país De toda la basura que los hogares suecos generan  únicamente el 4% acaba en un vertedero El resto se recicla o se incinera y acaba reconvirtiéndose en energía como calefacción y electricidad  según el diario digital La InformaciónPese a que el país escandinavo es el líder global en recuperación de energía a partir de basura  actualmente tiene que importar unas 800000 toneladas anuales de residuos del resto del continente Tenemos más capacidad que producción de basura que sea utilizable para su incineración  señaló recientemente la asesora de la Agencia de Protección Medioambiental de Suecia  Catarina Ostlund  a la emisora Public Radio InternationalNoruega es el país que más exporta residuos a su vecino Sin embargo  Suecia sale beneficiada ya que  además de recibir una compensación económica por hacerlo  generar energía para sus ciudadanos y aprovechar su capacidad de incineración  los restos contaminantes es decir  metales pesados que sobran tras la incineración  son enviados a NoruegaDe acuerdo con el sitio web wwwanekicom  Suecia es  junto con Suiza  Austria  Alemania  los Países Bajos y Noruega  uno de los países que cuenta con el índice de reciclaje más elevado a nivel global,0.7,0.7
10,2016-01-12  Por qué querría un país comprar montañas de basura Suecia lo hace  En los últimos años  la sociedad española ha sido testigo —y partícipe— de un cambio casi radical escrito con material de reciclaje Casi sin darnos cuenta  en apenas unos años  hemos conseguido que el gesto de separar residuos sea absolutamente natural y cotidiano Y los beneficios de esta transformación están fuera de toda duda Es posible que una de las razones del éxito de la separación de residuos tenga que ver con el sistema tan sencillo que se ha impuesto en nuestro país Lo cuenta Óscar Martín  consejero delegado de Ecoembes En España tenemos fundamentalmente cuatro contenedores amarillo para los envases de plástico  latas y tetrabrik azul para el papel y el cartón verde para los envases de vidrio y naranja  gris o marrón —según el municipio— para el resto de residuos que no van a los anteriores Casi todos los países europeos tienen un sistema similar  pero con peculiaridades Estas son algunas de las más curiosas,0.8,0.8
11,2016-01-12  Suecia tiene que importar basura del resto de Europa  Amarillo  verde  gris o marrón De qué color es el contenedor correcto para una bombilla Mientras el reciclaje aún es una práctica novedosa en más de un hogar español  en Suecia hace tiempo que superaron esta fase Tanto  que su verdadero problema es que no generan suficientes desechos que puedan transformar en energíaCada sueco produce aproximadamente media tonelada de basura en el hogar cada año  según cifras suecas  mientras que la media europea es de 6 toneladas por persona Solo un 4% de los residuos de los ciudadanos suecos acaban amontonándose en un vertedero Qué sucede con el resto Lo incineran y reconvierten en energíaLa incineración de basura provee de calefacción a 810000 hogares  aproximadamente un 20% de las necesidades  según el organismo de Gestión de Residuos de Suecia También proporciona electricidad para 250000 viviendasPero Suecia  que presume de ser el líder global en recuperación de energía a partir de basura  ha tenido que recurrir ahora a una inusual adquisición la importación de desechos desde el resto de EuropaTenemos más capacidad que producción de basura que sea utilizable para su incineración  ha explicado Catarina Ostlund  asesora de la Agencia de Protección Medioambiental de Suecia  a la emisora Public International Radio PIRPor eso  explica la cadena  Suecia ha comenzado a importar la apabullante cifra de unas 800000 toneladas de basura al año al resto del continente La mayoría proviene de la vecina Noruega  que paga a Suecia por llevarse sus residuosPara Suecia parece un negocio redondo  pues no solo obtiene más materia prima para generar energía para los suyos de una forma más limpia  sino que los escasos restos contaminantes metales pesados que sobran en la incineración vuelven a NoruegaAún así  Ostlund opina que ésta no puede ser una solución a largo plazo y los suecos deben mejorar en la reutilización y el reciclaje,0.9,0.9
